"run_type_id","distance_category_id","elevation_category_id","weather_category_id","run_type_name","vibe_description"
"RUN_0216","DIST_03","ELEV_01","WXCAT_06","Swampy Flat Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0217","DIST_03","ELEV_01","WXCAT_07","Toasty Flat Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0218","DIST_03","ELEV_01","WXCAT_08","Slick Flat Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0219","DIST_03","ELEV_01","WXCAT_09","Sweaty Flat Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0220","DIST_03","ELEV_01","WXCAT_10","Molten Flat Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0221","DIST_03","ELEV_01","WXCAT_11","Desert Flat Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0222","DIST_03","ELEV_01","WXCAT_12","Windy Flat Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0223","DIST_03","ELEV_01","WXCAT_13","Stormy Flat Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0224","DIST_03","ELEV_01","WXCAT_14","Foggy Flat Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0225","DIST_03","ELEV_01","WXCAT_15","Perfect Flat Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0226","DIST_03","ELEV_02","WXCAT_01","Frozen Rolling Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0227","DIST_03","ELEV_02","WXCAT_02","Chilly Rolling Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0228","DIST_03","ELEV_02","WXCAT_03","Crisp Rolling Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0229","DIST_03","ELEV_02","WXCAT_04","Damp Rolling Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0230","DIST_03","ELEV_02","WXCAT_05","Dry Rolling Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0231","DIST_03","ELEV_02","WXCAT_06","Swampy Rolling Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0232","DIST_03","ELEV_02","WXCAT_07","Toasty Rolling Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0233","DIST_03","ELEV_02","WXCAT_08","Slick Rolling Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0234","DIST_03","ELEV_02","WXCAT_09","Sweaty Rolling Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0235","DIST_03","ELEV_02","WXCAT_10","Molten Rolling Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0236","DIST_03","ELEV_02","WXCAT_11","Desert Rolling Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0237","DIST_03","ELEV_02","WXCAT_12","Windy Rolling Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0238","DIST_03","ELEV_02","WXCAT_13","Stormy Rolling Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0239","DIST_03","ELEV_02","WXCAT_14","Foggy Rolling Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0240","DIST_03","ELEV_02","WXCAT_15","Perfect Rolling Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0241","DIST_03","ELEV_03","WXCAT_01","Frozen Hilly Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0242","DIST_03","ELEV_03","WXCAT_02","Chilly Hilly Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0243","DIST_03","ELEV_03","WXCAT_03","Crisp Hilly Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0244","DIST_03","ELEV_03","WXCAT_04","Damp Hilly Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0245","DIST_03","ELEV_03","WXCAT_05","Dry Hilly Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0246","DIST_03","ELEV_03","WXCAT_06","Swampy Hilly Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0247","DIST_03","ELEV_03","WXCAT_07","Toasty Hilly Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0248","DIST_03","ELEV_03","WXCAT_08","Slick Hilly Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0249","DIST_03","ELEV_03","WXCAT_09","Sweaty Hilly Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0250","DIST_03","ELEV_03","WXCAT_10","Molten Hilly Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0251","DIST_03","ELEV_03","WXCAT_11","Desert Hilly Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0252","DIST_03","ELEV_03","WXCAT_12","Windy Hilly Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0253","DIST_03","ELEV_03","WXCAT_13","Stormy Hilly Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0254","DIST_03","ELEV_03","WXCAT_14","Foggy Hilly Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0255","DIST_03","ELEV_03","WXCAT_15","Perfect Hilly Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0256","DIST_03","ELEV_04","WXCAT_01","Frozen Climber's Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0257","DIST_03","ELEV_04","WXCAT_02","Chilly Climber's Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0258","DIST_03","ELEV_04","WXCAT_03","Crisp Climber's Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0259","DIST_03","ELEV_04","WXCAT_04","Damp Climber's Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0260","DIST_03","ELEV_04","WXCAT_05","Dry Climber's Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0261","DIST_03","ELEV_04","WXCAT_06","Swampy Climber's Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0262","DIST_03","ELEV_04","WXCAT_07","Toasty Climber's Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0263","DIST_03","ELEV_04","WXCAT_08","Slick Climber's Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0264","DIST_03","ELEV_04","WXCAT_09","Sweaty Climber's Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0265","DIST_03","ELEV_04","WXCAT_10","Molten Climber's Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0266","DIST_03","ELEV_04","WXCAT_11","Desert Climber's Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0267","DIST_03","ELEV_04","WXCAT_12","Windy Climber's Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0268","DIST_03","ELEV_04","WXCAT_13","Stormy Climber's Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0269","DIST_03","ELEV_04","WXCAT_14","Foggy Climber's Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0270","DIST_03","ELEV_04","WXCAT_15","Perfect Climber's Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0271","DIST_03","ELEV_05","WXCAT_01","Frozen Leg Burner Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0272","DIST_03","ELEV_05","WXCAT_02","Chilly Leg Burner Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0273","DIST_03","ELEV_05","WXCAT_03","Crisp Leg Burner Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0274","DIST_03","ELEV_05","WXCAT_04","Damp Leg Burner Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0275","DIST_03","ELEV_05","WXCAT_05","Dry Leg Burner Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0276","DIST_03","ELEV_05","WXCAT_06","Swampy Leg Burner Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0277","DIST_03","ELEV_05","WXCAT_07","Toasty Leg Burner Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0278","DIST_03","ELEV_05","WXCAT_08","Slick Leg Burner Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0279","DIST_03","ELEV_05","WXCAT_09","Sweaty Leg Burner Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0280","DIST_03","ELEV_05","WXCAT_10","Molten Leg Burner Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0281","DIST_03","ELEV_05","WXCAT_11","Desert Leg Burner Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0282","DIST_03","ELEV_05","WXCAT_12","Windy Leg Burner Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0283","DIST_03","ELEV_05","WXCAT_13","Stormy Leg Burner Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0284","DIST_03","ELEV_05","WXCAT_14","Foggy Leg Burner Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0285","DIST_03","ELEV_05","WXCAT_15","Perfect Leg Burner Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0286","DIST_03","ELEV_06","WXCAT_01","Frozen Summit Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0287","DIST_03","ELEV_06","WXCAT_02","Chilly Summit Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0288","DIST_03","ELEV_06","WXCAT_03","Crisp Summit Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0289","DIST_03","ELEV_06","WXCAT_04","Damp Summit Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0290","DIST_03","ELEV_06","WXCAT_05","Dry Summit Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0291","DIST_03","ELEV_06","WXCAT_06","Swampy Summit Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0292","DIST_03","ELEV_06","WXCAT_07","Toasty Summit Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0293","DIST_03","ELEV_06","WXCAT_08","Slick Summit Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0294","DIST_03","ELEV_06","WXCAT_09","Sweaty Summit Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0295","DIST_03","ELEV_06","WXCAT_10","Molten Summit Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0296","DIST_03","ELEV_06","WXCAT_11","Desert Summit Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0297","DIST_03","ELEV_06","WXCAT_12","Windy Summit Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0298","DIST_03","ELEV_06","WXCAT_13","Stormy Summit Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0299","DIST_03","ELEV_06","WXCAT_14","Foggy Summit Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0300","DIST_03","ELEV_06","WXCAT_15","Perfect Summit Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0301","DIST_03","ELEV_99","WXCAT_01","Frozen Unknown Terrain Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0302","DIST_03","ELEV_99","WXCAT_02","Chilly Unknown Terrain Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0303","DIST_03","ELEV_99","WXCAT_03","Crisp Unknown Terrain Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0304","DIST_03","ELEV_99","WXCAT_04","Damp Unknown Terrain Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0305","DIST_03","ELEV_99","WXCAT_05","Dry Unknown Terrain Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0306","DIST_03","ELEV_99","WXCAT_06","Swampy Unknown Terrain Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0307","DIST_03","ELEV_99","WXCAT_07","Toasty Unknown Terrain Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0308","DIST_03","ELEV_99","WXCAT_08","Slick Unknown Terrain Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0309","DIST_03","ELEV_99","WXCAT_09","Sweaty Unknown Terrain Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0310","DIST_03","ELEV_99","WXCAT_10","Molten Unknown Terrain Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0311","DIST_03","ELEV_99","WXCAT_11","Desert Unknown Terrain Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0312","DIST_03","ELEV_99","WXCAT_12","Windy Unknown Terrain Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0313","DIST_03","ELEV_99","WXCAT_13","Stormy Unknown Terrain Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0314","DIST_03","ELEV_99","WXCAT_14","Foggy Unknown Terrain Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0315","DIST_03","ELEV_99","WXCAT_15","Perfect Unknown Terrain Dash","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0316","DIST_04","ELEV_01","WXCAT_01","Frozen Flat Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0317","DIST_04","ELEV_01","WXCAT_02","Chilly Flat Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0318","DIST_04","ELEV_01","WXCAT_03","Crisp Flat Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0319","DIST_04","ELEV_01","WXCAT_04","Damp Flat Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0320","DIST_04","ELEV_01","WXCAT_05","Dry Flat Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0321","DIST_04","ELEV_01","WXCAT_06","Swampy Flat Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0322","DIST_04","ELEV_01","WXCAT_07","Toasty Flat Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0323","DIST_04","ELEV_01","WXCAT_08","Slick Flat Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0324","DIST_04","ELEV_01","WXCAT_09","Sweaty Flat Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0325","DIST_04","ELEV_01","WXCAT_10","Molten Flat Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0326","DIST_04","ELEV_01","WXCAT_11","Desert Flat Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0327","DIST_04","ELEV_01","WXCAT_12","Windy Flat Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0328","DIST_04","ELEV_01","WXCAT_13","Stormy Flat Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0329","DIST_04","ELEV_01","WXCAT_14","Foggy Flat Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0330","DIST_04","ELEV_01","WXCAT_15","Perfect Flat Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0331","DIST_04","ELEV_02","WXCAT_01","Frozen Rolling Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0332","DIST_04","ELEV_02","WXCAT_02","Chilly Rolling Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0333","DIST_04","ELEV_02","WXCAT_03","Crisp Rolling Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0334","DIST_04","ELEV_02","WXCAT_04","Damp Rolling Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0335","DIST_04","ELEV_02","WXCAT_05","Dry Rolling Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0336","DIST_04","ELEV_02","WXCAT_06","Swampy Rolling Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0337","DIST_04","ELEV_02","WXCAT_07","Toasty Rolling Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0338","DIST_04","ELEV_02","WXCAT_08","Slick Rolling Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0339","DIST_04","ELEV_02","WXCAT_09","Sweaty Rolling Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0340","DIST_04","ELEV_02","WXCAT_10","Molten Rolling Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0341","DIST_04","ELEV_02","WXCAT_11","Desert Rolling Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0342","DIST_04","ELEV_02","WXCAT_12","Windy Rolling Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0343","DIST_04","ELEV_02","WXCAT_13","Stormy Rolling Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0344","DIST_04","ELEV_02","WXCAT_14","Foggy Rolling Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0345","DIST_04","ELEV_02","WXCAT_15","Perfect Rolling Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0346","DIST_04","ELEV_03","WXCAT_01","Frozen Hilly Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0347","DIST_04","ELEV_03","WXCAT_02","Chilly Hilly Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0348","DIST_04","ELEV_03","WXCAT_03","Crisp Hilly Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0349","DIST_04","ELEV_03","WXCAT_04","Damp Hilly Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0350","DIST_04","ELEV_03","WXCAT_05","Dry Hilly Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0351","DIST_04","ELEV_03","WXCAT_06","Swampy Hilly Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0352","DIST_04","ELEV_03","WXCAT_07","Toasty Hilly Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0353","DIST_04","ELEV_03","WXCAT_08","Slick Hilly Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0354","DIST_04","ELEV_03","WXCAT_09","Sweaty Hilly Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0355","DIST_04","ELEV_03","WXCAT_10","Molten Hilly Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0356","DIST_04","ELEV_03","WXCAT_11","Desert Hilly Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0357","DIST_04","ELEV_03","WXCAT_12","Windy Hilly Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0358","DIST_04","ELEV_03","WXCAT_13","Stormy Hilly Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0359","DIST_04","ELEV_03","WXCAT_14","Foggy Hilly Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0360","DIST_04","ELEV_03","WXCAT_15","Perfect Hilly Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0361","DIST_04","ELEV_04","WXCAT_01","Frozen Climber's Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0362","DIST_04","ELEV_04","WXCAT_02","Chilly Climber's Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0363","DIST_04","ELEV_04","WXCAT_03","Crisp Climber's Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0364","DIST_04","ELEV_04","WXCAT_04","Damp Climber's Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0365","DIST_04","ELEV_04","WXCAT_05","Dry Climber's Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0366","DIST_04","ELEV_04","WXCAT_06","Swampy Climber's Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0367","DIST_04","ELEV_04","WXCAT_07","Toasty Climber's Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0368","DIST_04","ELEV_04","WXCAT_08","Slick Climber's Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0369","DIST_04","ELEV_04","WXCAT_09","Sweaty Climber's Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0370","DIST_04","ELEV_04","WXCAT_10","Molten Climber's Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0371","DIST_04","ELEV_04","WXCAT_11","Desert Climber's Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0372","DIST_04","ELEV_04","WXCAT_12","Windy Climber's Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0373","DIST_04","ELEV_04","WXCAT_13","Stormy Climber's Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0374","DIST_04","ELEV_04","WXCAT_14","Foggy Climber's Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0375","DIST_04","ELEV_04","WXCAT_15","Perfect Climber's Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0376","DIST_04","ELEV_05","WXCAT_01","Frozen Leg Burner Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0377","DIST_04","ELEV_05","WXCAT_02","Chilly Leg Burner Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0378","DIST_04","ELEV_05","WXCAT_03","Crisp Leg Burner Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0379","DIST_04","ELEV_05","WXCAT_04","Damp Leg Burner Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0380","DIST_04","ELEV_05","WXCAT_05","Dry Leg Burner Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0381","DIST_04","ELEV_05","WXCAT_06","Swampy Leg Burner Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0382","DIST_04","ELEV_05","WXCAT_07","Toasty Leg Burner Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0383","DIST_04","ELEV_05","WXCAT_08","Slick Leg Burner Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0384","DIST_04","ELEV_05","WXCAT_09","Sweaty Leg Burner Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0385","DIST_04","ELEV_05","WXCAT_10","Molten Leg Burner Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0386","DIST_04","ELEV_05","WXCAT_11","Desert Leg Burner Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0387","DIST_04","ELEV_05","WXCAT_12","Windy Leg Burner Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0388","DIST_04","ELEV_05","WXCAT_13","Stormy Leg Burner Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0389","DIST_04","ELEV_05","WXCAT_14","Foggy Leg Burner Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0390","DIST_04","ELEV_05","WXCAT_15","Perfect Leg Burner Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0391","DIST_04","ELEV_06","WXCAT_01","Frozen Summit Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0392","DIST_04","ELEV_06","WXCAT_02","Chilly Summit Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0393","DIST_04","ELEV_06","WXCAT_03","Crisp Summit Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0394","DIST_04","ELEV_06","WXCAT_04","Damp Summit Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0395","DIST_04","ELEV_06","WXCAT_05","Dry Summit Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0396","DIST_04","ELEV_06","WXCAT_06","Swampy Summit Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0397","DIST_04","ELEV_06","WXCAT_07","Toasty Summit Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0398","DIST_04","ELEV_06","WXCAT_08","Slick Summit Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0399","DIST_04","ELEV_06","WXCAT_09","Sweaty Summit Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0400","DIST_04","ELEV_06","WXCAT_10","Molten Summit Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0401","DIST_04","ELEV_06","WXCAT_11","Desert Summit Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0402","DIST_04","ELEV_06","WXCAT_12","Windy Summit Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0403","DIST_04","ELEV_06","WXCAT_13","Stormy Summit Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0404","DIST_04","ELEV_06","WXCAT_14","Foggy Summit Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0405","DIST_04","ELEV_06","WXCAT_15","Perfect Summit Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0406","DIST_04","ELEV_99","WXCAT_01","Frozen Unknown Terrain Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0407","DIST_04","ELEV_99","WXCAT_02","Chilly Unknown Terrain Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0408","DIST_04","ELEV_99","WXCAT_03","Crisp Unknown Terrain Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0409","DIST_04","ELEV_99","WXCAT_04","Damp Unknown Terrain Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0410","DIST_04","ELEV_99","WXCAT_05","Dry Unknown Terrain Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0411","DIST_04","ELEV_99","WXCAT_06","Swampy Unknown Terrain Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0412","DIST_04","ELEV_99","WXCAT_07","Toasty Unknown Terrain Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0413","DIST_04","ELEV_99","WXCAT_08","Slick Unknown Terrain Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0414","DIST_04","ELEV_99","WXCAT_09","Sweaty Unknown Terrain Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0415","DIST_04","ELEV_99","WXCAT_10","Molten Unknown Terrain Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0416","DIST_04","ELEV_99","WXCAT_11","Desert Unknown Terrain Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0417","DIST_04","ELEV_99","WXCAT_12","Windy Unknown Terrain Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0418","DIST_04","ELEV_99","WXCAT_13","Stormy Unknown Terrain Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0419","DIST_04","ELEV_99","WXCAT_14","Foggy Unknown Terrain Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0420","DIST_04","ELEV_99","WXCAT_15","Perfect Unknown Terrain Hustle","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0421","DIST_05","ELEV_01","WXCAT_01","Frozen Flat Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0422","DIST_05","ELEV_01","WXCAT_02","Chilly Flat Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0423","DIST_05","ELEV_01","WXCAT_03","Crisp Flat Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0424","DIST_05","ELEV_01","WXCAT_04","Damp Flat Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0425","DIST_05","ELEV_01","WXCAT_05","Dry Flat Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0426","DIST_05","ELEV_01","WXCAT_06","Swampy Flat Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0427","DIST_05","ELEV_01","WXCAT_07","Toasty Flat Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0428","DIST_05","ELEV_01","WXCAT_08","Slick Flat Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0429","DIST_05","ELEV_01","WXCAT_09","Sweaty Flat Grind","Auto-generated based on distance, elevation, and weather vibes."
"RUN_0430","DIST_05","ELEV_01","WXCAT_10","Molten Flat Grind","Auto-generated based on distance, elevation, and weather vibes."
